shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
110086,48.037333,0.156647,250100,9.114
110086,48.037336,0.156655,250101,9.115
110086,48.037338,0.156663,250102,9.116
110086,48.037342,0.156669,250103,9.116
110086,48.037346,0.156676,250104,9.117
110086,48.037350,0.156683,250105,9.118
110086,48.037353,0.156689,250106,9.118
110086,48.037318,0.156735,250107,9.123
110086,48.037300,0.156758,250108,9.126
110086,48.037265,0.156804,250109,9.131
120039,47.998140,0.171210,10001,0.000
120039,47.998136,0.171136,10002,0.005
120039,47.998132,0.171057,10003,0.011
120039,47.998083,0.171062,10004,0.017
120039,47.998044,0.171041,10005,0.021
120039,47.998061,0.170946,10006,0.029
120039,47.998066,0.170828,10007,0.037
120039,47.998039,0.170740,10008,0.045
120039,47.997971,0.170626,10009,0.056
120039,47.997905,0.170579,10010,0.064
120039,47.997812,0.170572,10011,0.075
120039,47.997261,0.170643,10012,0.136
120039,47.997017,0.170669,10013,0.163
120039,47.996922,0.170659,10014,0.174
120039,47.996834,0.170601,10015,0.184
120039,47.996782,0.170529,10016,0.193
120039,47.996713,0.170385,10017,0.206
120039,47.996684,0.170207,10018,0.219
120039,47.996694,0.170047,10019,0.231
120039,47.996730,0.169909,10020,0.242
120039,47.996754,0.169855,10021,0.247
120039,47.996845,0.169718,10022,0.262
120039,47.996958,0.169614,10023,0.277
120039,47.997085,0.169566,10024,0.291
120039,47.997144,0.169565,10025,0.298
120039,47.997188,0.169570,10026,0.302
120039,47.997281,0.169598,10027,0.313
120039,47.997509,0.169692,10028,0.340
120039,47.997815,0.169819,10029,0.375
120039,47.997919,0.169837,10030,0.386
120039,47.998084,0.169821,10031,0.405
120039,47.998362,0.169806,10032,0.436
120039,47.998416,0.169803,10033,0.442
120039,47.998457,0.169800,10034,0.446
120039,47.998510,0.169798,10035,0.452
120039,47.998659,0.169791,10036,0.469
120039,47.998659,0.169791,20001,0.469
120039,47.998724,0.169787,20002,0.476
120039,47.998909,0.169749,20003,0.497
120039,47.998988,0.169719,20004,0.506
120039,47.999069,0.169669,20005,0.515
120039,47.999312,0.169447,20006,0.547
120039,48.000031,0.169386,20007,0.627
120039,48.000139,0.169417,20008,0.639
120039,48.000131,0.169479,20009,0.644
120039,48.000129,0.169544,20010,0.649
120039,48.000128,0.169622,20011,0.655
120039,48.000127,0.169710,20012,0.661
120039,48.000138,0.169834,20013,0.671
120039,48.000174,0.169945,20014,0.680
120039,48.000216,0.170012,20015,0.687
120039,48.000155,0.170067,20016,0.695
120039,48.000036,0.170180,20017,0.710
120039,48.000036,0.170180,30001,0.710
120039,47.999692,0.170508,30002,0.756
120039,47.999618,0.170594,30003,0.766
120039,47.999579,0.170655,30004,0.772
120039,47.999560,0.170724,30005,0.778
120039,47.999566,0.170802,30006,0.784
120039,47.999580,0.170844,30007,0.787
120039,47.999604,0.170900,30008,0.792
120039,47.999638,0.170937,30009,0.797
120039,47.999683,0.170954,30010,0.802
120039,47.999858,0.170985,30011,0.822
120039,48.000044,0.171007,30012,0.842
120039,48.000115,0.171004,30013,0.850
120039,48.000176,0.170995,30014,0.857
120039,48.000315,0.170965,30015,0.873
120039,48.000443,0.170963,30016,0.887
120039,48.000492,0.170965,30017,0.892
120039,48.000586,0.170998,30018,0.903
120039,48.000698,0.171054,30019,0.916
120039,48.000755,0.171103,30020,0.924
120039,48.000778,0.171122,30021,0.926
120039,48.000928,0.171276,30022,0.947
120039,48.001073,0.171437,30023,0.967
120039,48.001127,0.171504,30024,0.975
120039,48.001190,0.171532,30025,0.982
120039,48.001263,0.171549,30026,0.990
120039,48.001323,0.171548,30027,0.997
120039,48.001379,0.171519,30028,1.004
120039,48.001503,0.171407,30029,1.020
120039,48.001503,0.171407,40001,1.020
120039,48.001555,0.171359,40002,1.026
120039,48.001583,0.171334,40003,1.030
120039,48.001614,0.171306,40004,1.034
120039,48.001643,0.171369,40005,1.040
120039,48.001671,0.171434,40006,1.046
120039,48.001744,0.171597,40007,1.060
120039,48.001780,0.171654,40008,1.066
120039,48.001822,0.171675,40009,1.071
120039,48.002282,0.171618,40010,1.122
120039,48.002568,0.171574,40011,1.154
120039,48.003272,0.171460,40012,1.233
120039,48.003334,0.171448,40013,1.240
120039,48.003425,0.171403,40014,1.251
120039,48.003482,0.171362,40015,1.258
120039,48.003525,0.171332,40016,1.263
120039,48.003566,0.171283,40017,1.269
120039,48.003741,0.171458,40018,1.292
120039,48.003783,0.171501,40019,1.298
120039,48.003842,0.171555,40020,1.306
120039,48.003841,0.171554,50001,1.306
120039,48.003988,0.171690,50002,1.325
120039,48.003991,0.171821,50003,1.335
120039,48.003991,0.172294,50004,1.370
120039,48.003990,0.172369,50005,1.375
120039,48.003992,0.172653,50006,1.397
120039,48.003996,0.173051,50007,1.426
120039,48.003992,0.173888,50008,1.489
120039,48.003992,0.173888,60001,1.489
120039,48.003991,0.174334,60002,1.522
120039,48.003990,0.174447,60003,1.530
120039,48.003988,0.174554,60004,1.538
120039,48.003978,0.175758,60005,1.628
120039,48.003964,0.175861,60006,1.636
120039,48.003895,0.176256,60007,1.667
120039,48.003886,0.176343,60008,1.673
120039,48.003882,0.176439,60009,1.680
120039,48.003886,0.176538,60010,1.688
120039,48.003892,0.176621,60011,1.694
120039,48.003903,0.176708,60012,1.701
120039,48.003923,0.176794,60013,1.707
120039,48.003946,0.176870,60014,1.714
120039,48.003981,0.176963,60015,1.722
120039,48.004017,0.177046,60016,1.729
120039,48.004155,0.177291,60017,1.753
120039,48.004169,0.177316,60018,1.755
120039,48.004240,0.177457,60019,1.768
120039,48.004259,0.177562,60020,1.776
120039,48.004312,0.177859,60021,1.799
120039,48.004407,0.178361,60022,1.838
120039,48.004439,0.178534,60023,1.852
120039,48.004519,0.179041,60024,1.891
120039,48.004547,0.179211,60025,1.904
120039,48.004557,0.179308,60026,1.911
120039,48.004610,0.179324,60027,1.917
120039,48.004660,0.179342,60028,1.923
120039,48.004885,0.179420,60029,1.948
120039,48.004885,0.179420,70001,1.948
120039,48.004973,0.179450,70002,1.958
120039,48.006072,0.179854,70003,2.084
120039,48.006371,0.179963,70004,2.118
120039,48.006423,0.179983,70005,2.124
120039,48.006876,0.180149,70006,2.176
120039,48.006956,0.180179,70007,2.185
120039,48.007133,0.180245,70008,2.206
120039,48.007133,0.180245,80001,2.206
120039,48.007915,0.180534,80002,2.295
120039,48.008471,0.180742,80003,2.359
120039,48.008646,0.180807,80004,2.379
120039,48.008673,0.180817,80005,2.382
120039,48.008739,0.180843,80006,2.390
120039,48.008805,0.180865,80007,2.397
120039,48.008848,0.180880,80008,2.402
120039,48.008898,0.180896,80009,2.408
120039,48.008898,0.180896,90001,2.408
120039,48.008930,0.180907,90002,2.412
120039,48.009461,0.181088,90003,2.472
120039,48.009523,0.181111,90004,2.479
120039,48.010092,0.181319,90005,2.544
120039,48.010501,0.181469,90006,2.591
120039,48.010508,0.181473,90007,2.592
120039,48.010532,0.181481,90008,2.595
120039,48.010546,0.181486,90009,2.596
120039,48.010574,0.181495,90010,2.599
120039,48.010782,0.181571,90011,2.623
120039,48.010847,0.181596,90012,2.631
120039,48.010913,0.181620,90013,2.638
120039,48.011018,0.181657,90014,2.650
120039,48.011043,0.181667,90015,2.653
120039,48.011065,0.181675,90016,2.656
120039,48.011137,0.181699,90017,2.664
120039,48.011182,0.181716,90018,2.669
120039,48.011301,0.181761,90019,2.683
120039,48.011330,0.181772,90020,2.686
120039,48.011429,0.181809,90021,2.697
120039,48.011429,0.181809,100001,2.697
120039,48.012065,0.182049,100002,2.770
120039,48.012079,0.182053,100003,2.772
120039,48.012146,0.182079,100004,2.780
120039,48.012245,0.182116,100005,2.791
120039,48.012228,0.182259,100006,2.802
120039,48.012219,0.182329,100007,2.807
120039,48.012211,0.182401,100008,2.812
120039,48.012154,0.182888,100009,2.849
120039,48.012114,0.183221,100010,2.874
120039,48.012047,0.183792,100011,2.918
120039,48.012032,0.183912,100012,2.927
120039,48.011856,0.185407,100013,3.040
120039,48.011846,0.185492,100014,3.047
120039,48.011788,0.185984,100015,3.084
120039,48.011765,0.186186,100016,3.099
120039,48.011743,0.186369,100017,3.113
120039,48.011743,0.186369,110001,3.113
120039,48.011552,0.188007,110002,3.237
120039,48.011533,0.188157,110003,3.249
120039,48.011469,0.188696,110004,3.289
120039,48.011456,0.188805,110005,3.298
120039,48.011452,0.188837,110006,3.300
120039,48.011448,0.188870,110007,3.303
120039,48.011430,0.188868,110008,3.305
120039,48.011414,0.188867,110009,3.306
120039,48.011398,0.188868,110010,3.308
120039,48.011383,0.188871,110011,3.310
120039,48.011368,0.188877,110012,3.312
120039,48.011351,0.188886,110013,3.314
120039,48.011338,0.188893,110014,3.315
120039,48.011324,0.188903,110015,3.317
120039,48.011311,0.188915,110016,3.318
120039,48.011299,0.188929,110017,3.320
120039,48.011287,0.188946,110018,3.322
120039,48.011276,0.188963,110019,3.324
120039,48.011266,0.188980,110020,3.325
120039,48.011258,0.188999,110021,3.327
120039,48.011250,0.189020,110022,3.329
120039,48.011242,0.189046,110023,3.331
120039,48.011236,0.189073,110024,3.333
120039,48.011231,0.189109,110025,3.336
120039,48.011230,0.189141,110026,3.338
120039,48.011204,0.189141,110027,3.341
120039,48.011179,0.189141,110028,3.344
120039,48.011157,0.189142,110029,3.346
120039,48.010927,0.189142,110030,3.372
120039,48.010927,0.189142,120001,3.372
120039,48.010876,0.189142,120002,3.377
120039,48.010349,0.189144,120003,3.436
120039,48.009903,0.189144,120004,3.486
120039,48.009842,0.189144,120005,3.492
120039,48.008933,0.189156,120006,3.594
120039,48.008609,0.189160,120007,3.630
120039,48.008570,0.189236,120008,3.637
120039,48.008558,0.189258,120009,3.639
120039,48.008546,0.189279,120010,3.641
120039,48.008528,0.189304,120011,3.644
120039,48.008510,0.189326,120012,3.646
120039,48.008470,0.189366,120013,3.652
120039,48.008462,0.189373,120014,3.653
120039,48.008446,0.189385,120015,3.655
120039,48.008426,0.189400,120016,3.657
120039,48.008168,0.189590,120017,3.689
120039,48.008168,0.189590,130001,3.689
120039,48.007785,0.189874,130002,3.737
120039,48.007725,0.189924,130003,3.744
120039,48.007694,0.189950,130004,3.748
120039,48.007617,0.190029,130005,3.759
120039,48.007536,0.190134,130006,3.770
120039,48.007438,0.190293,130007,3.787
120039,48.007359,0.190472,130008,3.803
120039,48.007286,0.190635,130009,3.817
120039,48.007225,0.190763,130010,3.829
120039,48.007217,0.190781,130011,3.830
120039,48.007202,0.190812,130012,3.833
120039,48.007176,0.190867,130013,3.838
120039,48.007067,0.191129,130014,3.861
120039,48.007014,0.191253,130015,3.872
120039,48.006972,0.191411,130016,3.885
120039,48.006957,0.191514,130017,3.893
120039,48.006940,0.191629,130018,3.902
120039,48.006922,0.191668,130019,3.905
120039,48.006908,0.191700,130020,3.908
120039,48.006896,0.191727,130021,3.910
120039,48.006787,0.191967,130022,3.932
120039,48.006787,0.191967,140001,3.932
120039,48.006678,0.192210,140002,3.954
120039,48.006637,0.192302,140003,3.962
120039,48.006622,0.192333,140004,3.965
120039,48.006610,0.192362,140005,3.967
120039,48.006575,0.192438,140006,3.974
120039,48.006521,0.192551,140007,3.985
120039,48.006465,0.192667,140008,3.995
120039,48.006423,0.192750,140009,4.003
120039,48.006384,0.192828,140010,4.010
120039,48.006334,0.192925,140011,4.019
120039,48.006300,0.192991,140012,4.026
120039,48.006275,0.193043,140013,4.030
120039,48.006260,0.193072,140014,4.033
120039,48.006140,0.193309,140015,4.055
120039,48.006020,0.193547,140016,4.078
120039,48.005870,0.193853,140017,4.106
120039,48.005836,0.193911,140018,4.112
120039,48.005801,0.193952,140019,4.117
120039,48.005755,0.193992,140020,4.122
120039,48.005699,0.194018,140021,4.129
120039,48.005580,0.194057,140022,4.143
120039,48.005561,0.194064,140023,4.145
120039,48.005455,0.194114,140024,4.157
120039,48.005444,0.194121,140025,4.159
120039,48.005337,0.194168,140026,4.171
120039,48.005274,0.194225,140027,4.179
120039,48.005299,0.194329,140028,4.187
120039,48.005324,0.194456,140029,4.197
120039,48.005344,0.194578,140030,4.207
120039,48.005373,0.194780,140031,4.222
120039,48.005385,0.194851,140032,4.227
120039,48.005397,0.194923,140033,4.233
120039,48.005447,0.195216,140034,4.255
120039,48.005498,0.195527,140035,4.279
120039,48.005564,0.195626,140036,4.290
120039,48.005612,0.195699,140037,4.297
120039,48.005649,0.195755,140038,4.303
120039,48.005947,0.196160,140039,4.348
120039,48.006537,0.196963,140040,4.437
120039,48.006565,0.197002,140041,4.441
120039,48.006740,0.197208,140042,4.466
120039,48.006783,0.197260,140043,4.472
120039,48.006885,0.197380,140044,4.487
120039,48.006994,0.197510,140045,4.502
120039,48.007030,0.197552,140046,4.507
120039,48.007167,0.197714,140047,4.527
120039,48.007444,0.198064,140048,4.567
120039,48.007454,0.198079,140049,4.569
120039,48.007493,0.198149,140050,4.575
120039,48.007513,0.198238,140051,4.582
120039,48.007532,0.198318,140052,4.589
120039,48.007592,0.198489,140053,4.603
120039,48.007625,0.198558,140054,4.609
120039,48.007658,0.198623,140055,4.615
120039,48.007662,0.198641,140056,4.617
120039,48.007665,0.198651,140057,4.618
120039,48.007669,0.198662,140058,4.619
120039,48.007672,0.198670,140059,4.620
120039,48.007674,0.198676,140060,4.620
120039,48.007676,0.198680,140061,4.620
120039,48.007681,0.198687,140062,4.621
120039,48.007686,0.198695,140063,4.622
120039,48.007690,0.198700,140064,4.623
120039,48.007651,0.198784,140065,4.630
120039,48.007629,0.198828,140066,4.634
120039,48.007579,0.198993,140067,4.648
120039,48.007293,0.199517,140068,4.698
120039,48.007192,0.199563,140069,4.710
120039,48.007047,0.199614,140070,4.726
120039,48.006837,0.199676,140071,4.750
120039,48.006824,0.199679,140072,4.752
120039,48.006824,0.199679,150001,4.752
120039,48.006615,0.199727,150002,4.775
120039,48.006510,0.199748,150003,4.787
120039,48.006478,0.199754,150004,4.791
120039,48.006186,0.199774,150005,4.823
120039,48.006109,0.199786,150006,4.832
120039,48.005860,0.199824,150007,4.860
120039,48.005638,0.199859,150008,4.885
120039,48.005610,0.199863,150009,4.888
120039,48.005598,0.199864,150010,4.889
120039,48.005531,0.199871,150011,4.896
120039,48.005330,0.199874,150012,4.919
120039,48.005175,0.199874,150013,4.936
120039,48.005041,0.199811,150014,4.952
120039,48.005002,0.199801,150015,4.956
120039,48.004975,0.199801,150016,4.959
120039,48.004733,0.199798,150017,4.986
120039,48.004643,0.199799,150018,4.996
120039,48.004643,0.199799,160001,4.996
120039,48.004553,0.199801,160002,5.006
120039,48.004240,0.199799,160003,5.041
120039,48.004222,0.199800,160004,5.043
120039,48.004203,0.199799,160005,5.045
120039,48.004061,0.199799,160006,5.061
120039,48.004060,0.199887,160007,5.067
120039,48.004059,0.199925,160008,5.070
120039,48.004059,0.199970,160009,5.073
120039,48.004058,0.200011,160010,5.076
120039,48.004058,0.200047,160011,5.079
120039,48.004058,0.200089,160012,5.082
120039,48.004056,0.200174,160013,5.088
120039,48.004042,0.201209,160014,5.166
120039,48.004041,0.201296,160015,5.172
120039,48.004031,0.202054,160016,5.229
120039,48.003999,0.202200,160017,5.240
120039,48.003988,0.202250,160018,5.244
120039,48.003988,0.202274,160019,5.246
120039,48.003988,0.202336,160020,5.251
120039,48.003987,0.202395,160021,5.255
120039,48.003971,0.202409,160022,5.257
120039,48.003957,0.202427,160023,5.259
120039,48.003945,0.202449,160024,5.261
120039,48.003938,0.202475,160025,5.263
120039,48.003933,0.202502,160026,5.266
120039,48.003931,0.202528,160027,5.268
120039,48.003934,0.202557,160028,5.270
120039,48.003939,0.202579,160029,5.271
120039,48.003945,0.202599,160030,5.273
120039,48.003955,0.202617,160031,5.275
120039,48.003966,0.202634,160032,5.277
120039,48.003978,0.202647,160033,5.278
120039,48.003992,0.202657,160034,5.280
120039,48.004008,0.202663,160035,5.282
120039,48.004022,0.202666,160036,5.284
120039,48.004038,0.202665,160037,5.285
120039,48.004053,0.202660,160038,5.287
120039,48.004067,0.202652,160039,5.289
120039,48.004079,0.202642,160040,5.290
120039,48.004091,0.202628,160041,5.292
120039,48.004100,0.202611,160042,5.293
120039,48.004109,0.202594,160043,5.295
120039,48.004115,0.202573,160044,5.297
120039,48.004192,0.202569,160045,5.305
120039,48.004258,0.202561,160046,5.313
120039,48.004347,0.202528,160047,5.323
120039,48.004392,0.202482,160048,5.329
120039,48.004803,0.202200,160049,5.379
120039,48.004839,0.202175,160050,5.384
120039,48.005068,0.202017,160051,5.412
120039,48.005161,0.201956,160052,5.423
120039,48.005535,0.201698,160053,5.469
120039,48.005543,0.201692,160054,5.470
120039,48.005576,0.201668,160055,5.474
120039,48.005602,0.201648,160056,5.477
120039,48.005606,0.201658,160057,5.478
120039,48.005610,0.201670,160058,5.479
120039,48.005617,0.201680,160059,5.480
120039,48.005623,0.201689,160060,5.481
120039,48.005630,0.201698,160061,5.482
120039,48.005638,0.201706,160062,5.483
120039,48.005646,0.201712,160063,5.484
120039,48.005655,0.201717,160064,5.485
120039,48.005664,0.201721,160065,5.486
120039,48.005673,0.201725,160066,5.487
120039,48.005678,0.201726,160067,5.488
120039,48.005682,0.201726,160068,5.488
120039,48.005691,0.201725,160069,5.489
120039,48.005701,0.201724,160070,5.490
120039,48.005709,0.201721,160071,5.491
120039,48.005717,0.201718,160072,5.492
120039,48.005724,0.201713,160073,5.493
120039,48.005731,0.201709,160074,5.494
120039,48.005737,0.201702,160075,5.495
120039,48.005743,0.201695,160076,5.496
120039,48.005749,0.201688,160077,5.497
120039,48.005755,0.201680,160078,5.497
120039,48.005760,0.201672,160079,5.498
120039,48.005809,0.201733,160080,5.505
120039,48.005822,0.201748,160081,5.507
120039,48.006042,0.202017,160082,5.539
120039,48.006042,0.202017,170001,5.539
120039,48.006242,0.202261,170002,5.567
120039,48.006282,0.202309,170003,5.573
120039,48.006334,0.202372,170004,5.581
120039,48.007064,0.203261,170005,5.686
120039,48.007116,0.203325,170006,5.693
120039,48.007175,0.203396,170007,5.701
120039,48.007291,0.203537,170008,5.718
120039,48.007291,0.203537,180001,5.718
120039,48.007599,0.203912,180002,5.762
120039,48.007628,0.203949,180003,5.766
120039,48.007651,0.203977,180004,5.770
120039,48.007721,0.204003,180005,5.778
120039,48.007719,0.204008,180006,5.778
120039,48.007719,0.204020,180007,5.779
120039,48.007718,0.204032,180008,5.780
120039,48.007719,0.204035,180009,5.780
120039,48.007720,0.204044,180010,5.781
120039,48.007723,0.204056,180011,5.782
120039,48.007727,0.204067,180012,5.783
120039,48.007732,0.204077,180013,5.784
120039,48.007740,0.204086,180014,5.785
120039,48.007748,0.204093,180015,5.786
120039,48.007757,0.204098,180016,5.787
120039,48.007767,0.204099,180017,5.788
120039,48.007776,0.204097,180018,5.789
120039,48.007786,0.204092,180019,5.790
120039,48.007813,0.204182,180020,5.798
120039,48.007825,0.204221,180021,5.801
120039,48.007867,0.204936,180022,5.854
120039,48.007890,0.205305,180023,5.882
120039,48.007945,0.206248,180024,5.952
120039,48.007950,0.206343,180025,5.960
120039,48.007983,0.206914,180026,6.002
120039,48.007989,0.207029,180027,6.011
120039,48.008013,0.207476,180028,6.044
120039,48.008017,0.207539,180029,6.049
120039,48.008024,0.207681,180030,6.060
120039,48.008017,0.207779,180031,6.067
120039,48.008008,0.207916,180032,6.077
120039,48.007997,0.208064,180033,6.088
120039,48.007992,0.208147,180034,6.095
120039,48.007992,0.208147,190001,6.095
120039,48.007976,0.208392,190002,6.113
120039,48.007967,0.208545,190003,6.125
120039,48.007884,0.209945,190004,6.229
120039,48.007893,0.210288,190005,6.255
120039,48.007893,0.210332,190006,6.258
120039,48.007902,0.210434,190007,6.266
120039,48.007923,0.210583,190008,6.277
120039,48.008067,0.211315,190009,6.334
120039,48.008151,0.211727,190010,6.366
120039,48.008215,0.212009,190011,6.389
120039,48.008266,0.212150,190012,6.401
120039,48.008424,0.212896,190013,6.459
120039,48.008496,0.213493,190014,6.504
120039,48.008500,0.213525,190015,6.507
120039,48.008504,0.213557,190016,6.509
120039,48.008537,0.213899,190017,6.535
120039,48.008544,0.213970,190018,6.540
120039,48.008575,0.214269,190019,6.563
120039,48.008575,0.214269,200001,6.563
120039,48.008615,0.214652,200002,6.592
120039,48.008623,0.214736,200003,6.598
120039,48.008632,0.214818,200004,6.604
120039,48.008635,0.214863,200005,6.608
120039,48.008735,0.215854,200006,6.683
120039,48.008738,0.215937,200007,6.689
120039,48.008742,0.216098,200008,6.701
120039,48.008751,0.216821,200009,6.755
120039,48.008755,0.217068,200010,6.773
120039,48.008754,0.217109,200011,6.776
120039,48.008755,0.217288,200012,6.790
120039,48.008694,0.217290,200013,6.796
120039,48.008439,0.217342,200014,6.825
120039,48.008429,0.217344,200015,6.826
120039,48.008429,0.217344,210001,6.826
120039,48.008204,0.217374,210002,6.851
120039,48.008148,0.217382,210003,6.857
120039,48.008091,0.217388,210004,6.864
120039,48.007440,0.217492,210005,6.937
120039,48.007398,0.217498,210006,6.941
120039,48.006654,0.217601,210007,7.024
120039,48.006291,0.217659,210008,7.065
120039,48.006230,0.217669,210009,7.072
120039,48.005576,0.217780,210010,7.145
120039,48.005525,0.217789,210011,7.151
120039,48.005454,0.217800,210012,7.159
120039,48.005270,0.217830,210013,7.179
120039,48.005270,0.217830,220001,7.179
120039,48.003972,0.218042,220002,7.324
120039,48.003952,0.218048,220003,7.327
120039,48.003911,0.218061,220004,7.331
120039,48.003889,0.218585,220005,7.370
120039,48.003889,0.219137,220006,7.412
120039,48.003899,0.219732,220007,7.456
120039,48.003903,0.219958,220008,7.473
120039,48.003904,0.220023,220009,7.478
120039,48.003911,0.220059,220010,7.481
120039,48.003966,0.220354,220011,7.503
120039,48.004005,0.220493,220012,7.515
120039,48.004005,0.220493,230001,7.515
120039,48.004046,0.220642,230002,7.527
120039,48.004116,0.220861,230003,7.545
120039,48.004219,0.221203,230004,7.573
120039,48.004288,0.221159,230005,7.581
120039,48.004422,0.221104,230006,7.597
120039,48.005398,0.220754,230007,7.708
120039,48.005463,0.220728,230008,7.716
120039,48.005502,0.220676,230009,7.721
120039,48.005570,0.220798,230010,7.733
120039,48.005795,0.221228,230011,7.774
120039,48.005795,0.221228,240001,7.774
120039,48.006077,0.221769,240002,7.825
120039,48.006716,0.222944,240003,7.938
120039,48.007008,0.223492,240004,7.990
120039,48.007217,0.223886,240005,8.028
120039,48.007347,0.224123,240006,8.050
120039,48.007347,0.224123,250001,8.050
120039,48.007379,0.224182,250002,8.056
120039,48.007513,0.224428,250003,8.080
120039,48.007572,0.224537,250004,8.090
120039,48.007628,0.224644,250005,8.100
120039,48.008450,0.226184,250006,8.247
120039,48.008494,0.226261,250007,8.255
120039,48.008584,0.226414,250008,8.270
120039,48.008717,0.226624,250009,8.291
120039,48.008788,0.226733,250010,8.303
120039,48.008788,0.226733,260001,8.303
120039,48.008869,0.226860,260002,8.316
120039,48.008884,0.226881,260003,8.318
120039,48.008899,0.226902,260004,8.320
120039,48.008910,0.226887,260005,8.322
120039,48.008925,0.226875,260006,8.324
120039,48.008940,0.226869,260007,8.326
120039,48.008956,0.226869,260008,8.328
120039,48.008971,0.226874,260009,8.329
120039,48.008985,0.226884,260010,8.331
120039,48.008998,0.226898,260011,8.333
120039,48.009012,0.226879,260012,8.335
120039,48.009030,0.226848,260013,8.338
120039,48.009159,0.226633,260014,8.359
120039,48.009389,0.226368,260015,8.392
120039,48.009785,0.225966,260016,8.445
120039,48.010071,0.225677,260017,8.483
120039,48.010164,0.225584,260018,8.496
120039,48.010186,0.225563,260019,8.499
120039,48.010273,0.225478,260020,8.510
120039,48.010357,0.225401,260021,8.521
120039,48.010402,0.225359,260022,8.527
120039,48.010491,0.225278,260023,8.539
120039,48.010506,0.225262,260024,8.541
120039,48.010506,0.225262,270001,8.541
120039,48.010776,0.224994,270002,8.577
120039,48.010866,0.224905,270003,8.589
120039,48.011157,0.224626,270004,8.627
120039,48.011304,0.224485,270005,8.647
120039,48.011333,0.224456,270006,8.651
120039,48.011721,0.224074,270007,8.702
120039,48.011794,0.224004,270008,8.712
120039,48.011911,0.223890,270009,8.728
120039,48.011911,0.223890,280001,8.728
120039,48.012098,0.223706,280002,8.752
120039,48.012216,0.223592,280003,8.768
120039,48.012275,0.223533,280004,8.776
120039,48.012394,0.223414,280005,8.792
120039,48.012474,0.223333,280006,8.803
120039,48.012668,0.223135,280007,8.829
120039,48.012831,0.222968,280008,8.851
120039,48.013138,0.222674,280009,8.892
120039,48.013138,0.222674,290001,8.892
120039,48.013304,0.222514,290002,8.914
120039,48.013398,0.222424,290003,8.926
120039,48.013462,0.222362,290004,8.934
120039,48.013659,0.222173,290005,8.960
120039,48.013735,0.222106,290006,8.970
120039,48.013829,0.222011,290007,8.983
120039,48.014234,0.221618,290008,9.037
120039,48.014281,0.221572,290009,9.043
120039,48.014357,0.221497,290010,9.053
120039,48.014410,0.221644,290011,9.065
120039,48.014428,0.221724,290012,9.072
120039,48.014450,0.221826,290013,9.080
120039,48.014534,0.222206,290014,9.109
120039,48.014634,0.222715,290015,9.149
120039,48.014746,0.223291,290016,9.194
120039,48.014788,0.223533,290017,9.212
120039,48.014805,0.223630,290018,9.220
120039,48.014817,0.223697,290019,9.225
120039,48.014826,0.223745,290020,9.229
120039,48.014874,0.223987,290021,9.248
120039,48.014911,0.224192,290022,9.263
120039,48.014920,0.224244,290023,9.267
120039,48.015137,0.225447,290024,9.360
120039,48.015165,0.225611,290025,9.373
120039,48.015185,0.225716,290026,9.381
120039,48.015219,0.225963,290027,9.400
120039,48.015219,0.225963,300001,9.400
120039,48.015222,0.225987,300002,9.402
120039,48.015317,0.226764,300003,9.461
120039,48.015367,0.227397,300004,9.508
120039,48.015401,0.227726,300005,9.533
120039,48.015428,0.228028,300006,9.556
120039,48.015428,0.228028,310001,9.556
120039,48.015437,0.228123,310002,9.563
120039,48.015521,0.229086,310003,9.635
120039,48.015544,0.229332,310004,9.654
120039,48.015591,0.229872,310005,9.694
120039,48.015596,0.230232,310006,9.721
120039,48.015600,0.230277,310007,9.725
120039,48.015613,0.230399,310008,9.734
120039,48.015613,0.230399,320001,9.734
120039,48.015625,0.230516,320002,9.743
120039,48.015631,0.230578,320003,9.747
120039,48.015634,0.230620,320004,9.751
120039,48.015627,0.230635,320005,9.752
120039,48.015620,0.230651,320006,9.753
120039,48.015614,0.230684,320007,9.756
120039,48.015616,0.230717,320008,9.758
120039,48.015625,0.230749,320009,9.761
120039,48.015633,0.230765,320010,9.762
120039,48.015643,0.230776,320011,9.764
120039,48.015655,0.230787,320012,9.765
120039,48.015671,0.230794,320013,9.767
120039,48.015688,0.230796,320014,9.769
120039,48.015704,0.230790,320015,9.771
120039,48.015720,0.230780,320016,9.773
120039,48.015732,0.230763,320017,9.774
120039,48.015744,0.230739,320018,9.777
120039,48.015800,0.230716,320019,9.783
120039,48.015880,0.230682,320020,9.793
120039,48.016174,0.230659,320021,9.825
120039,48.016348,0.230654,320022,9.845
120039,48.016478,0.230650,320023,9.859
120039,48.017702,0.230694,320024,9.995
120039,48.017810,0.230696,320025,10.007
120039,48.017896,0.230700,320026,10.017
120039,48.018164,0.230713,320027,10.047
120039,48.018300,0.230713,320028,10.062
120039,48.018438,0.230679,320029,10.077
120039,48.018572,0.230632,320030,10.092
120039,48.018722,0.230558,320031,10.110
120039,48.018722,0.230558,330001,10.110
120039,48.018728,0.230555,330002,10.111
120039,48.018848,0.230459,330003,10.126
120039,48.018951,0.230359,330004,10.140
120039,48.019051,0.230241,330005,10.154
120039,48.019125,0.230136,330006,10.165
120039,48.019164,0.230070,330007,10.172
120039,48.019221,0.229974,330008,10.181
120039,48.019302,0.229809,330009,10.196
120039,48.019360,0.229660,330010,10.209
